EMPLID,NAME,FIRM,PROJECT_ID,WORK_DATE,TRC,HOURS,BILL_RATE,TOTAL_COST
C50194,Consultant_195,Consulting_Firm_3,PRJ-1079,05-01-2026,REG,5.3,275,1457.5
C50149,Consultant_150,Consulting_Firm_1,PRJ-1068,05-01-2026,REG,6.4,450,2880
C50122,Consultant_123,Consulting_Firm_14,PRJ-1009,05-01-2026,REG,6.1,150,915
C50034,Consultant_35,Consulting_Firm_7,PRJ-1026,05-01-2026,REG,4.6,350,1610
C50245,Consultant_246,Consulting_Firm_13,PRJ-1089,05-01-2026,REG,7.4,350,2590
C50012,Consultant_13,Consulting_Firm_5,PRJ-1031,05-01-2026,REG,7.5,225,1687.5
C50079,Consultant_80,Consulting_Firm_6,PRJ-1000,05-01-2026,REG,6,275,1650
C50127,Consultant_128,Consulting_Firm_11,PRJ-1099,05-01-2026,REG,7.9,150,1185
C50176,Consultant_177,Consulting_Firm_3,PRJ-1039,05-01-2026,REG,4,150,600
C50197,Consultant_198,Consulting_Firm_9,PRJ-1072,05-01-2026,REG,7.4,185,1369
C50065,Consultant_66,Consulting_Firm_14,PRJ-1106,05-01-2026,REG,7.4,350,2590
C50187,Consultant_188,Consulting_Firm_14,PRJ-1058,05-01-2026,REG,4.8,350,1680
C50195,Consultant_196,Consulting_Firm_12,PRJ-1105,05-01-2026,OT,11.1,450,7492.5
C50115,Consultant_116,Consulting_Firm_2,PRJ-1049,05-01-2026,REG,4.3,150,645
C50120,Consultant_121,Consulting_Firm_2,PRJ-1055,05-01-2026,REG,5.3,185,980.5
C50029,Consultant_30,Consulting_Firm_7,PRJ-1102,05-01-2026,OT,9.4,150,2115
C50105,Consultant_106,Consulting_Firm_1,PRJ-1076,05-01-2026,REG,7.3,150,1095
C50048,Consultant_49,Consulting_Firm_4,PRJ-1105,05-01-2026,REG,6.9,225,1552.5
C50007,Consultant_8,Consulting_Firm_3,PRJ-1105,05-01-2026,OT,10.8,150,2430
C50161,Consultant_162,Consulting_Firm_11,PRJ-1042,05-01-2026,REG,7.8,350,2730
C50028,Consultant_29,Consulting_Firm_14,PRJ-1028,05-01-2026,REG,4.8,350,1680
C50100,Consultant_101,Consulting_Firm_7,PRJ-1001,05-01-2026,REG,7.6,275,2090
C50123,Consultant_124,Consulting_Firm_8,PRJ-1031,05-01-2026,OT,10.7,275,4413.75
C50132,Consultant_133,Consulting_Firm_1,PRJ-1054,05-01-2026,REG,6.7,185,1239.5
C50034,Consultant_35,Consulting_Firm_7,PRJ-1026,05-01-2026,REG,7.3,350,2555
C50159,Consultant_160,Consulting_Firm_12,PRJ-1069,05-01-2026,REG,5.6,225,1260
C50126,Consultant_127,Consulting_Firm_5,PRJ-1026,05-01-2026,REG,7.5,150,1125
C50158,Consultant_159,Consulting_Firm_15,PRJ-1048,05-01-2026,REG,7.9,185,1461.5
C50201,Consultant_202,Consulting_Firm_14,PRJ-1114,05-01-2026,OT,8.9,350,4672.5
C50196,Consultant_197,Consulting_Firm_10,PRJ-1111,05-01-2026,REG,7.1,275,1952.5
C50030,Consultant_31,Consulting_Firm_15,PRJ-1089,05-01-2026,REG,7.1,450,3195
C50014,Consultant_15,Consulting_Firm_4,PRJ-1029,05-01-2026,REG,6.2,225,1395
C50049,Consultant_50,Consulting_Firm_4,PRJ-1046,05-01-2026,REG,6.2,450,2790
C50021,Consultant_22,Consulting_Firm_3,PRJ-1048,05-01-2026,REG,6.8,185,1258
C50155,Consultant_156,Consulting_Firm_4,PRJ-1075,05-01-2026,REG,7.7,450,3465
C50245,Consultant_246,Consulting_Firm_13,PRJ-1046,05-01-2026,REG,5.3,350,1855
C50051,Consultant_52,Consulting_Firm_2,PRJ-1052,05-01-2026,REG,4.1,150,615
C50025,Consultant_26,Consulting_Firm_7,PRJ-1072,05-01-2026,REG,6.6,185,1221
C50238,Consultant_239,Consulting_Firm_6,PRJ-1001,05-01-2026,REG,4.3,185,795.5
C50062,Consultant_63,Consulting_Firm_4,PRJ-1099,05-01-2026,REG,7.9,275,2172.5
C50023,Consultant_24,Consulting_Firm_4,PRJ-1106,05-01-2026,REG,4.2,450,1890
C50065,Consultant_66,Consulting_Firm_14,PRJ-1009,05-01-2026,REG,5.9,350,2065
C50216,Consultant_217,Consulting_Firm_2,PRJ-1101,05-01-2026,REG,4.6,185,851
C50239,Consultant_240,Consulting_Firm_1,PRJ-1105,05-01-2026,REG,5.4,350,1890
C50091,Consultant_92,Consulting_Firm_15,PRJ-1082,05-01-2026,REG,4.9,350,1715
C50234,Consultant_235,Consulting_Firm_14,PRJ-1003,05-01-2026,REG,7.5,150,1125
C50009,Consultant_10,Consulting_Firm_10,PRJ-1045,05-01-2026,REG,7.5,350,2625
C50184,Consultant_185,Consulting_Firm_10,PRJ-1043,05-01-2026,REG,7,350,2450
C50046,Consultant_47,Consulting_Firm_9,PRJ-1086,05-01-2026,REG,4.3,150,645
C50247,Consultant_248,Consulting_Firm_6,PRJ-1021,05-01-2026,REG,5.2,350,1820
C50238,Consultant_239,Consulting_Firm_6,PRJ-1000,05-01-2026,REG,6.2,185,1147
C50238,Consultant_239,Consulting_Firm_6,PRJ-1077,05-01-2026,REG,7.4,185,1369
C50098,Consultant_99,Consulting_Firm_2,PRJ-1014,05-01-2026,REG,7.1,275,1952.5
C50099,Consultant_100,Consulting_Firm_11,PRJ-1029,05-01-2026,REG,4.8,450,2160
C50117,Consultant_118,Consulting_Firm_14,PRJ-1046,05-01-2026,REG,8,185,1480
C50148,Consultant_149,Consulting_Firm_12,PRJ-1016,05-01-2026,REG,4.8,225,1080
C50239,Consultant_240,Consulting_Firm_1,PRJ-1029,05-01-2026,OT,11.3,350,5932.5
C50027,Consultant_28,Consulting_Firm_12,PRJ-1000,05-01-2026,REG,4.8,150,720
C50238,Consultant_239,Consulting_Firm_6,PRJ-1087,05-01-2026,REG,4.3,185,795.5
C50185,Consultant_186,Consulting_Firm_1,PRJ-1089,05-01-2026,OT,10.4,185,2886
C50238,Consultant_239,Consulting_Firm_6,PRJ-1014,05-01-2026,REG,4.8,185,888
C50209,Consultant_210,Consulting_Firm_7,PRJ-1079,05-01-2026,REG,5.9,450,2655
C50228,Consultant_229,Consulting_Firm_2,PRJ-1080,05-01-2026,REG,7,225,1575
C50168,Consultant_169,Consulting_Firm_5,PRJ-1101,05-01-2026,REG,4.1,350,1435
C50242,Consultant_243,Consulting_Firm_3,PRJ-1089,05-01-2026,REG,7.6,350,2660
C50176,Consultant_177,Consulting_Firm_3,PRJ-1066,05-01-2026,OT,11.1,150,2497.5
C50029,Consultant_30,Consulting_Firm_7,PRJ-1107,05-01-2026,REG,6.9,150,1035
C50232,Consultant_233,Consulting_Firm_12,PRJ-1058,05-01-2026,OT,11.8,225,3982.5
C50058,Consultant_59,Consulting_Firm_2,PRJ-1054,05-01-2026,REG,7.5,150,1125
C50003,Consultant_4,Consulting_Firm_13,PRJ-1048,05-01-2026,REG,8,185,1480
C50123,Consultant_124,Consulting_Firm_8,PRJ-1056,05-01-2026,OT,9.9,275,4083.75
C50155,Consultant_156,Consulting_Firm_4,PRJ-1106,05-01-2026,OT,9.4,450,6345
C50199,Consultant_200,Consulting_Firm_5,PRJ-1094,05-01-2026,REG,5.1,225,1147.5
C50141,Consultant_142,Consulting_Firm_4,PRJ-1008,05-01-2026,REG,4.8,350,1680
C50125,Consultant_126,Consulting_Firm_10,PRJ-1086,05-01-2026,REG,7.8,275,2145
C50024,Consultant_25,Consulting_Firm_15,PRJ-1012,05-01-2026,REG,5.7,275,1567.5
C50019,Consultant_20,Consulting_Firm_2,PRJ-1086,05-01-2026,REG,4.5,275,1237.5
C50016,Consultant_17,Consulting_Firm_8,PRJ-1032,05-01-2026,OT,9,350,4725
C50014,Consultant_15,Consulting_Firm_4,PRJ-1114,05-01-2026,REG,7.5,225,1687.5
C50222,Consultant_223,Consulting_Firm_6,PRJ-1029,05-01-2026,OT,9.8,185,2719.5
C50088,Consultant_89,Consulting_Firm_7,PRJ-1024,05-01-2026,OT,10.5,225,3543.75
C50041,Consultant_42,Consulting_Firm_15,PRJ-1104,05-01-2026,REG,8,150,1200
C50096,Consultant_97,Consulting_Firm_14,PRJ-1094,05-01-2026,REG,5.7,225,1282.5
C50042,Consultant_43,Consulting_Firm_3,PRJ-1087,05-01-2026,REG,5.2,150,780
C50108,Consultant_109,Consulting_Firm_13,PRJ-1107,05-01-2026,OT,11.4,450,7695
C50038,Consultant_39,Consulting_Firm_13,PRJ-1075,05-01-2026,REG,6,350,2100
C50197,Consultant_198,Consulting_Firm_9,PRJ-1032,05-01-2026,REG,7.9,185,1461.5
C50135,Consultant_136,Consulting_Firm_3,PRJ-1024,05-01-2026,REG,4.7,275,1292.5
C50163,Consultant_164,Consulting_Firm_1,PRJ-1037,05-01-2026,REG,7.2,225,1620
C50068,Consultant_69,Consulting_Firm_5,PRJ-1090,05-01-2026,REG,7.1,350,2485
C50108,Consultant_109,Consulting_Firm_13,PRJ-1054,05-01-2026,REG,6.7,450,3015
C50208,Consultant_209,Consulting_Firm_2,PRJ-1040,05-01-2026,REG,7.1,185,1313.5
C50073,Consultant_74,Consulting_Firm_3,PRJ-1061,05-01-2026,OT,11,450,7425
C50042,Consultant_43,Consulting_Firm_3,PRJ-1006,05-01-2026,REG,7.9,150,1185
C50246,Consultant_247,Consulting_Firm_5,PRJ-1079,05-01-2026,REG,7.5,450,3375
C50062,Consultant_63,Consulting_Firm_4,PRJ-1009,05-01-2026,REG,4.5,275,1237.5
C50185,Consultant_186,Consulting_Firm_1,PRJ-1070,05-01-2026,REG,6.3,185,1165.5
C50234,Consultant_235,Consulting_Firm_14,PRJ-1104,05-01-2026,REG,4.7,150,705
C50190,Consultant_191,Consulting_Firm_15,PRJ-1101,05-01-2026,REG,4.2,275,1155
C50113,Consultant_114,Consulting_Firm_3,PRJ-1075,05-01-2026,REG,5.8,150,870
C50067,Consultant_68,Consulting_Firm_13,PRJ-1024,05-01-2026,REG,4.8,150,720
C50191,Consultant_192,Consulting_Firm_3,PRJ-1000,05-01-2026,REG,5.2,275,1430
C50211,Consultant_212,Consulting_Firm_1,PRJ-1001,05-01-2026,REG,5.7,350,1995
C50150,Consultant_151,Consulting_Firm_3,PRJ-1084,05-01-2026,REG,5.9,225,1327.5
C50173,Consultant_174,Consulting_Firm_4,PRJ-1036,05-01-2026,REG,6.6,275,1815
C50166,Consultant_167,Consulting_Firm_12,PRJ-1027,05-01-2026,REG,6.5,450,2925
C50179,Consultant_180,Consulting_Firm_9,PRJ-1040,05-01-2026,REG,6.4,350,2240
C50149,Consultant_150,Consulting_Firm_1,PRJ-1080,05-01-2026,REG,6.2,450,2790
C50226,Consultant_227,Consulting_Firm_12,PRJ-1099,05-01-2026,REG,4.2,150,630
C50246,Consultant_247,Consulting_Firm_5,PRJ-1004,05-01-2026,REG,5,450,2250
C50004,Consultant_5,Consulting_Firm_14,PRJ-1026,05-01-2026,REG,5.2,275,1430
C50221,Consultant_222,Consulting_Firm_1,PRJ-1034,05-01-2026,REG,6.4,225,1440
C50160,Consultant_161,Consulting_Firm_15,PRJ-1008,05-01-2026,REG,4.5,450,2025
C50046,Consultant_47,Consulting_Firm_9,PRJ-1092,05-01-2026,REG,4.3,150,645
C50130,Consultant_131,Consulting_Firm_14,PRJ-1089,05-01-2026,REG,7.6,450,3420
C50192,Consultant_193,Consulting_Firm_2,PRJ-1011,05-01-2026,REG,7.3,185,1350.5
C50030,Consultant_31,Consulting_Firm_15,PRJ-1016,05-01-2026,REG,5.6,450,2520
C50058,Consultant_59,Consulting_Firm_2,PRJ-1021,05-01-2026,OT,10.2,150,2295
C50059,Consultant_60,Consulting_Firm_15,PRJ-1016,05-01-2026,OT,9.9,275,4083.75
C50159,Consultant_160,Consulting_Firm_12,PRJ-1112,05-01-2026,REG,6.5,225,1462.5
C50035,Consultant_36,Consulting_Firm_9,PRJ-1032,05-01-2026,REG,7.7,150,1155
C50161,Consultant_162,Consulting_Firm_11,PRJ-1076,05-01-2026,REG,6.5,350,2275
C50227,Consultant_228,Consulting_Firm_7,PRJ-1110,05-01-2026,REG,6.6,185,1221
C50185,Consultant_186,Consulting_Firm_1,PRJ-1076,05-01-2026,REG,6.8,185,1258
C50200,Consultant_201,Consulting_Firm_12,PRJ-1028,05-01-2026,REG,4.2,225,945
C50114,Consultant_115,Consulting_Firm_8,PRJ-1025,05-01-2026,REG,7.1,275,1952.5
C50160,Consultant_161,Consulting_Firm_15,PRJ-1101,05-01-2026,REG,4.2,450,1890
C50082,Consultant_83,Consulting_Firm_14,PRJ-1113,05-01-2026,REG,4.8,225,1080
C50170,Consultant_171,Consulting_Firm_12,PRJ-1025,05-01-2026,REG,4,150,600
C50216,Consultant_217,Consulting_Firm_2,PRJ-1079,05-01-2026,REG,7.3,185,1350.5
C50155,Consultant_156,Consulting_Firm_4,PRJ-1003,05-01-2026,OT,8.9,450,6007.5
C50225,Consultant_226,Consulting_Firm_1,PRJ-1087,05-01-2026,REG,5,225,1125
C50122,Consultant_123,Consulting_Firm_14,PRJ-1082,05-01-2026,OT,11.9,150,2677.5
C50102,Consultant_103,Consulting_Firm_3,PRJ-1114,05-01-2026,OT,9.6,185,2664
C50183,Consultant_184,Consulting_Firm_13,PRJ-1082,05-01-2026,REG,5.1,275,1402.5
C50046,Consultant_47,Consulting_Firm_9,PRJ-1066,05-01-2026,REG,5,150,750
C50005,Consultant_6,Consulting_Firm_8,PRJ-1093,05-01-2026,REG,7.3,185,1350.5
C50004,Consultant_5,Consulting_Firm_14,PRJ-1028,05-01-2026,REG,4.9,275,1347.5
C50010,Consultant_11,Consulting_Firm_1,PRJ-1003,05-01-2026,REG,5.1,185,943.5
C50242,Consultant_243,Consulting_Firm_3,PRJ-1082,05-01-2026,REG,7.1,350,2485
C50131,Consultant_132,Consulting_Firm_9,PRJ-1075,05-01-2026,OT,11.7,185,3246.75
C50022,Consultant_23,Consulting_Firm_12,PRJ-1037,05-01-2026,REG,7.1,450,3195
C50239,Consultant_240,Consulting_Firm_1,PRJ-1099,05-01-2026,OT,10.2,350,5355
C50190,Consultant_191,Consulting_Firm_15,PRJ-1032,05-01-2026,REG,6.8,275,1870
C50202,Consultant_203,Consulting_Firm_3,PRJ-1068,05-01-2026,REG,6.5,275,1787.5
C50015,Consultant_16,Consulting_Firm_14,PRJ-1114,05-01-2026,REG,6.1,450,2745
C50224,Consultant_225,Consulting_Firm_6,PRJ-1111,05-01-2026,REG,6.3,185,1165.5
C50010,Consultant_11,Consulting_Firm_1,PRJ-1111,05-01-2026,REG,5.7,185,1054.5
C50102,Consultant_103,Consulting_Firm_3,PRJ-1030,05-01-2026,REG,6.6,185,1221
C50236,Consultant_237,Consulting_Firm_14,PRJ-1042,05-01-2026,REG,4.3,275,1182.5
C50079,Consultant_80,Consulting_Firm_6,PRJ-1047,05-01-2026,REG,5.5,275,1512.5
C50061,Consultant_62,Consulting_Firm_1,PRJ-1064,05-01-2026,REG,7.9,450,3555
C50247,Consultant_248,Consulting_Firm_6,PRJ-1009,05-01-2026,REG,6.6,350,2310
C50053,Consultant_54,Consulting_Firm_3,PRJ-1065,05-01-2026,OT,9.2,350,4830
C50112,Consultant_113,Consulting_Firm_12,PRJ-1006,05-01-2026,REG,6.3,150,945
C50134,Consultant_135,Consulting_Firm_2,PRJ-1092,05-01-2026,REG,6.4,150,960
C50155,Consultant_156,Consulting_Firm_4,PRJ-1076,05-01-2026,REG,4.2,450,1890
C50017,Consultant_18,Consulting_Firm_15,PRJ-1001,05-01-2026,REG,5.5,450,2475
C50112,Consultant_113,Consulting_Firm_12,PRJ-1069,05-01-2026,REG,7.1,150,1065
C50207,Consultant_208,Consulting_Firm_5,PRJ-1000,05-01-2026,REG,6,150,900
C50036,Consultant_37,Consulting_Firm_2,PRJ-1024,05-01-2026,OT,11.7,450,7897.5
C50096,Consultant_97,Consulting_Firm_14,PRJ-1056,05-01-2026,OT,10.7,225,3611.25
C50155,Consultant_156,Consulting_Firm_4,PRJ-1071,05-01-2026,REG,4.8,450,2160
C50121,Consultant_122,Consulting_Firm_13,PRJ-1041,05-01-2026,OT,10.5,450,7087.5
C50016,Consultant_17,Consulting_Firm_8,PRJ-1049,05-01-2026,REG,7.7,350,2695
C50080,Consultant_81,Consulting_Firm_10,PRJ-1003,05-01-2026,REG,4.4,225,990
C50013,Consultant_14,Consulting_Firm_12,PRJ-1099,05-01-2026,REG,4.5,350,1575
C50239,Consultant_240,Consulting_Firm_1,PRJ-1026,05-01-2026,REG,4.7,350,1645
C50227,Consultant_228,Consulting_Firm_7,PRJ-1056,05-01-2026,OT,11.6,185,3219
C50022,Consultant_23,Consulting_Firm_12,PRJ-1105,05-01-2026,OT,11.1,450,7492.5
C50175,Consultant_176,Consulting_Firm_3,PRJ-1113,05-01-2026,REG,6.9,450,3105
C50067,Consultant_68,Consulting_Firm_13,PRJ-1043,05-01-2026,OT,10.1,150,2272.5
C50208,Consultant_209,Consulting_Firm_2,PRJ-1032,05-01-2026,OT,10.7,185,2969.25
C50071,Consultant_72,Consulting_Firm_15,PRJ-1056,05-01-2026,REG,5.2,225,1170
C50178,Consultant_179,Consulting_Firm_3,PRJ-1040,05-01-2026,REG,7.1,185,1313.5
C50157,Consultant_158,Consulting_Firm_4,PRJ-1076,05-01-2026,REG,6.8,350,2380
C50205,Consultant_206,Consulting_Firm_14,PRJ-1035,05-01-2026,OT,11.7,150,2632.5
C50174,Consultant_175,Consulting_Firm_13,PRJ-1029,05-01-2026,REG,4.9,185,906.5
C50157,Consultant_158,Consulting_Firm_4,PRJ-1000,05-01-2026,REG,4.5,350,1575
C50221,Consultant_222,Consulting_Firm_1,PRJ-1084,05-01-2026,REG,5.2,225,1170
C50176,Consultant_177,Consulting_Firm_3,PRJ-1045,05-01-2026,OT,11.5,150,2587.5
C50206,Consultant_207,Consulting_Firm_1,PRJ-1025,05-01-2026,REG,5.6,150,840
C50137,Consultant_138,Consulting_Firm_3,PRJ-1045,05-01-2026,OT,11.2,225,3780
C50016,Consultant_17,Consulting_Firm_8,PRJ-1075,05-01-2026,REG,5.6,350,1960
C50023,Consultant_24,Consulting_Firm_4,PRJ-1099,05-01-2026,REG,8,450,3600
C50145,Consultant_146,Consulting_Firm_4,PRJ-1026,05-01-2026,OT,9.9,225,3341.25
C50035,Consultant_36,Consulting_Firm_9,PRJ-1043,05-01-2026,REG,4.4,150,660
C50239,Consultant_240,Consulting_Firm_1,PRJ-1105,05-01-2026,REG,7.9,350,2765
C50019,Consultant_20,Consulting_Firm_2,PRJ-1087,05-01-2026,REG,6,275,1650
C50117,Consultant_118,Consulting_Firm_14,PRJ-1084,05-01-2026,REG,6.3,185,1165.5
C50141,Consultant_142,Consulting_Firm_4,PRJ-1029,05-01-2026,REG,6,350,2100
C50026,Consultant_27,Consulting_Firm_11,PRJ-1024,05-01-2026,REG,6.6,350,2310
C50051,Consultant_52,Consulting_Firm_2,PRJ-1034,05-01-2026,REG,4.6,150,690
C50080,Consultant_81,Consulting_Firm_10,PRJ-1027,05-01-2026,OT,11.8,225,3982.5
C50205,Consultant_206,Consulting_Firm_14,PRJ-1021,05-01-2026,OT,11.3,150,2542.5
C50227,Consultant_228,Consulting_Firm_7,PRJ-1084,05-01-2026,REG,7.7,185,1424.5
C50188,Consultant_189,Consulting_Firm_2,PRJ-1066,05-01-2026,REG,4.8,275,1320
C50202,Consultant_203,Consulting_Firm_3,PRJ-1064,05-01-2026,REG,6.8,275,1870
C50092,Consultant_93,Consulting_Firm_13,PRJ-1101,05-01-2026,REG,4.5,275,1237.5
C50037,Consultant_38,Consulting_Firm_8,PRJ-1106,05-01-2026,REG,7.6,275,2090
C50215,Consultant_216,Consulting_Firm_1,PRJ-1078,05-01-2026,OT,11.2,185,3108
C50147,Consultant_148,Consulting_Firm_13,PRJ-1046,05-01-2026,REG,5.1,275,1402.5
C50083,Consultant_84,Consulting_Firm_9,PRJ-1014,05-01-2026,REG,6.5,275,1787.5
C50161,Consultant_162,Consulting_Firm_11,PRJ-1093,05-01-2026,OT,10.8,350,5670
C50165,Consultant_166,Consulting_Firm_8,PRJ-1004,05-01-2026,REG,6.5,185,1202.5
C50159,Consultant_160,Consulting_Firm_12,PRJ-1076,05-01-2026,REG,7.7,225,1732.5
C50095,Consultant_96,Consulting_Firm_8,PRJ-1040,05-01-2026,REG,7.4,225,1665
C50244,Consultant_245,Consulting_Firm_14,PRJ-1106,05-01-2026,REG,5.3,185,980.5
C50017,Consultant_18,Consulting_Firm_15,PRJ-1006,05-01-2026,REG,7.8,450,3510
C50133,Consultant_134,Consulting_Firm_5,PRJ-1049,05-01-2026,REG,7.3,150,1095
C50093,Consultant_94,Consulting_Firm_5,PRJ-1048,05-01-2026,REG,6.5,450,2925
C50071,Consultant_72,Consulting_Firm_15,PRJ-1008,05-01-2026,REG,5.9,225,1327.5
C50112,Consultant_113,Consulting_Firm_12,PRJ-1035,05-01-2026,REG,6.4,150,960
C50206,Consultant_207,Consulting_Firm_1,PRJ-1043,05-01-2026,REG,4.4,150,660
C50246,Consultant_247,Consulting_Firm_5,PRJ-1021,05-01-2026,OT,10.1,450,6817.5
C50159,Consultant_160,Consulting_Firm_12,PRJ-1104,05-01-2026,OT,9.4,225,3172.5
C50112,Consultant_113,Consulting_Firm_12,PRJ-1078,05-01-2026,REG,6.6,150,990
C50143,Consultant_144,Consulting_Firm_8,PRJ-1090,05-01-2026,REG,5.7,275,1567.5
C50036,Consultant_37,Consulting_Firm_2,PRJ-1057,05-01-2026,REG,7.8,450,3510
C50248,Consultant_249,Consulting_Firm_15,PRJ-1037,05-01-2026,REG,4.2,225,945
C50032,Consultant_33,Consulting_Firm_6,PRJ-1114,05-01-2026,OT,9.7,185,2691.75
C50049,Consultant_50,Consulting_Firm_4,PRJ-1042,05-01-2026,REG,5.6,450,2520
C50046,Consultant_47,Consulting_Firm_9,PRJ-1001,05-01-2026,REG,4.6,150,690
C50026,Consultant_27,Consulting_Firm_11,PRJ-1084,05-01-2026,REG,8,350,2800
C50148,Consultant_149,Consulting_Firm_12,PRJ-1043,05-01-2026,REG,5.3,225,1192.5
C50088,Consultant_89,Consulting_Firm_7,PRJ-1065,05-01-2026,REG,6.4,225,1440
C50091,Consultant_92,Consulting_Firm_15,PRJ-1056,05-01-2026,REG,5.7,350,1995
C50149,Consultant_150,Consulting_Firm_1,PRJ-1078,05-01-2026,REG,5.3,450,2385
C50009,Consultant_10,Consulting_Firm_10,PRJ-1080,05-01-2026,REG,6.8,350,2380
C50012,Consultant_13,Consulting_Firm_5,PRJ-1027,05-01-2026,REG,5.5,225,1237.5
C50162,Consultant_163,Consulting_Firm_5,PRJ-1082,05-01-2026,REG,6.6,350,2310
C50242,Consultant_243,Consulting_Firm_3,PRJ-1092,05-01-2026,REG,4.5,350,1575
C50190,Consultant_191,Consulting_Firm_15,PRJ-1055,05-01-2026,OT,10.1,275,4166.25
C50036,Consultant_37,Consulting_Firm_2,PRJ-1083,05-01-2026,OT,10.7,450,7222.5
C50247,Consultant_248,Consulting_Firm_6,PRJ-1012,05-01-2026,REG,7.7,350,2695
C50152,Consultant_153,Consulting_Firm_8,PRJ-1000,05-01-2026,REG,5.3,350,1855
C50076,Consultant_77,Consulting_Firm_7,PRJ-1028,05-01-2026,REG,4.8,225,1080
C50195,Consultant_196,Consulting_Firm_12,PRJ-1072,05-01-2026,REG,5.5,450,2475
C50198,Consultant_199,Consulting_Firm_13,PRJ-1001,05-01-2026,OT,10.9,225,3678.75
C50160,Consultant_161,Consulting_Firm_15,PRJ-1078,05-01-2026,OT,11.4,450,7695
C50037,Consultant_38,Consulting_Firm_8,PRJ-1041,05-01-2026,REG,5.7,275,1567.5
C50185,Consultant_186,Consulting_Firm_1,PRJ-1016,05-01-2026,REG,6.5,185,1202.5
C50010,Consultant_11,Consulting_Firm_1,PRJ-1046,05-01-2026,OT,9.7,185,2691.75
C50110,Consultant_111,Consulting_Firm_8,PRJ-1089,05-01-2026,REG,6,185,1110
C50044,Consultant_45,Consulting_Firm_1,PRJ-1028,05-01-2026,REG,6.7,150,1005
C50114,Consultant_115,Consulting_Firm_8,PRJ-1108,05-01-2026,REG,4.3,275,1182.5
C50033,Consultant_34,Consulting_Firm_3,PRJ-1094,05-01-2026,OT,9.1,275,3753.75
C50223,Consultant_224,Consulting_Firm_6,PRJ-1106,05-01-2026,REG,6.9,185,1276.5
C50074,Consultant_75,Consulting_Firm_3,PRJ-1079,05-01-2026,OT,8.6,450,5805
C50156,Consultant_157,Consulting_Firm_12,PRJ-1048,05-01-2026,REG,4.8,450,2160
C50125,Consultant_126,Consulting_Firm_10,PRJ-1014,05-01-2026,REG,5.1,275,1402.5
C50047,Consultant_48,Consulting_Firm_12,PRJ-1014,05-01-2026,REG,7.7,225,1732.5
C50065,Consultant_66,Consulting_Firm_14,PRJ-1089,05-01-2026,REG,7.2,350,2520
C50024,Consultant_25,Consulting_Firm_15,PRJ-1093,05-01-2026,REG,4.1,275,1127.5
C50170,Consultant_171,Consulting_Firm_12,PRJ-1054,05-01-2026,REG,6.9,150,1035
C50207,Consultant_208,Consulting_Firm_5,PRJ-1036,05-01-2026,REG,7.7,150,1155
C50191,Consultant_192,Consulting_Firm_3,PRJ-1034,05-01-2026,REG,6.8,275,1870
C50239,Consultant_240,Consulting_Firm_1,PRJ-1093,05-01-2026,OT,9.4,350,4935
C50125,Consultant_126,Consulting_Firm_10,PRJ-1083,05-01-2026,REG,4,275,1100
C50052,Consultant_53,Consulting_Firm_7,PRJ-1058,05-01-2026,REG,4.7,225,1057.5
C50089,Consultant_90,Consulting_Firm_4,PRJ-1014,05-01-2026,REG,4.4,275,1210
C50096,Consultant_97,Consulting_Firm_14,PRJ-1075,05-01-2026,REG,6.8,225,1530
C50111,Consultant_112,Consulting_Firm_4,PRJ-1004,05-01-2026,REG,4.7,450,2115
C50213,Consultant_214,Consulting_Firm_10,PRJ-1058,05-01-2026,REG,6.6,150,990
C50022,Consultant_23,Consulting_Firm_12,PRJ-1046,05-01-2026,REG,5.8,450,2610
C50146,Consultant_147,Consulting_Firm_3,PRJ-1049,05-01-2026,OT,10.9,225,3678.75
C50119,Consultant_120,Consulting_Firm_10,PRJ-1040,05-01-2026,OT,11.2,225,3780
C50228,Consultant_229,Consulting_Firm_2,PRJ-1035,05-01-2026,REG,6.5,225,1462.5
C50149,Consultant_150,Consulting_Firm_1,PRJ-1015,05-01-2026,REG,5.2,450,2340
C50069,Consultant_70,Consulting_Firm_13,PRJ-1092,05-01-2026,REG,6.8,150,1020
C50095,Consultant_96,Consulting_Firm_8,PRJ-1072,05-01-2026,REG,4.7,225,1057.5
C50139,Consultant_140,Consulting_Firm_2,PRJ-1027,05-01-2026,REG,7.2,350,2520
C50142,Consultant_143,Consulting_Firm_9,PRJ-1036,05-01-2026,REG,7.9,185,1461.5
C50126,Consultant_127,Consulting_Firm_5,PRJ-1061,05-01-2026,REG,7,150,1050
C50105,Consultant_106,Consulting_Firm_1,PRJ-1076,05-01-2026,REG,7.7,150,1155
C50026,Consultant_27,Consulting_Firm_11,PRJ-1012,05-01-2026,REG,8,350,2800
C50146,Consultant_147,Consulting_Firm_3,PRJ-1064,05-01-2026,OT,10.3,225,3476.25
C50139,Consultant_140,Consulting_Firm_2,PRJ-1008,05-01-2026,OT,11.3,350,5932.5
C50000,Consultant_1,Consulting_Firm_8,PRJ-1028,05-01-2026,REG,6,185,1110
C50048,Consultant_49,Consulting_Firm_4,PRJ-1114,05-01-2026,REG,5.1,225,1147.5
C50124,Consultant_125,Consulting_Firm_6,PRJ-1012,05-01-2026,OT,10.4,450,7020
C50064,Consultant_65,Consulting_Firm_5,PRJ-1016,05-01-2026,REG,6.5,150,975
